isolate,country,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),clonal_complex (MLST)
M809,USA,2,2,2,54,6,3,2,431,CC30
M876,USA,2,2,2,2,6,3,2,30,CC30
M899,USA,2,2,2,2,6,3,2,30,CC30
MR1,UK [Scotland],1,4,1,4,12,1,10,5,CC5
MRSA131,USA,3,3,1,1,4,4,109,923,CC8
MRSA177,USA,3,3,1,1,4,4,3,8,CC8
Mu50-omega,Japan,1,4,1,4,12,1,10,5,CC5
NN50,Japan,90,3,1,1,4,4,3,4803,CC8
RN4220,USA,3,3,1,1,4,4,3,8,CC8
TCH130,USA,1,4,1,8,4,4,3,72,CC8
TCH70,USA,1,1,1,1,1,1,1,1,CC1
VCU006,USA,655,13,1,1,12,11,13,5510,CC15
VRS1,USA,1,4,53,4,12,1,10,371,CC5
VRS10,USA,1,4,1,4,12,1,10,5,CC5
VRS11a,USA,1,4,1,4,12,1,10,5,CC5
VRS11b,USA,1,4,1,4,12,1,10,5,CC5
VRS2,USA,1,4,1,4,12,1,10,5,CC5
VRS3a,USA,1,4,1,4,12,1,10,5,CC5
VRS4,USA,484,4,1,4,12,1,10,4166,CC5
VRS5,USA,1,34,1,4,12,1,28,231,CC5
VRS6,USA,31,4,1,4,12,1,10,85,CC5
VRS7,USA,1,34,1,4,12,1,28,231,CC5
VRS8,USA,1,4,1,4,12,1,10,5,CC5
VRS9,USA,1,4,1,4,12,1,10,5,CC5
WBG10049,USA,2,2,2,2,6,3,2,30,CC30
WW2703/97,USA,2,2,2,2,6,3,2,30,CC30
CF-Marseille,France,1,4,1,4,12,1,10,5,CC5
JKD6009,Australia,2,3,1,1,4,4,3,239,CC8
SS_0487,UK [Wales],7,6,1,5,8,8,6,22,CC22
SS_0488,UK [Wales],7,6,1,5,8,8,6,22,CC22
SS_0489,UK [Wales],8,2,2,2,6,3,2,34,CC30
SS_0490,UK [Wales],7,6,1,5,8,8,6,22,CC22
SS_0491,UK [Wales],19,23,15,2,19,20,15,59,
SS_0492,UK [Wales],19,23,15,48,19,20,15,338,
SS_0493,UK [Wales],2,2,2,2,3,3,2,36,CC30
SS_0494,UK [Wales],1,1,1,1,1,1,1,1,CC1
SS_0495,UK [Wales],1,376,1,1,1,1,1,7896,CC1
SS_0496,UK [Wales],7,6,1,5,8,8,6,22,CC22
SS_0497,UK [Wales],7,6,1,5,8,8,6,22,CC22
SS_0498,UK [Wales],1,1,1,1,1,1,1,1,CC1
SS_0499,UK [Wales],1,4,1,4,12,1,10,5,CC5
SS_0537,UK,1,4,1,4,12,1,10,5,CC5
SS_0538,UK,1,4,,4,12,1,10,,
SS_0539,UK,2,2,2,2,6,3,2,30,CC30
SS_0540,UK,1,4,1,4,12,1,10,5,CC5
SS_0541,UK,1,4,1,4,12,1,10,5,CC5
SS_0542,UK,1,4,1,4,12,1,10,5,CC5
SS_0544,UK,1,4,1,4,12,1,10,5,CC5
SS_0545,UK,1,4,1,4,12,1,10,5,CC5
SS_0546,UK,1,4,1,4,12,1,10,5,CC5
SS_0547,UK,1,4,1,4,12,1,10,5,CC5
SS_0548,UK,1,4,1,4,12,1,10,5,CC5
SS_0550,UK,1,4,1,4,12,1,10,5,CC5
SS_0551,UK,1,4,1,4,12,1,10,5,CC5
SS_0552,UK,1,4,1,4,12,1,10,5,CC5
SS_0553,UK,1,4,1,4,12,1,10,5,CC5
SS_0555,UK,1,4,1,4,12,1,10,5,CC5
SS_0556,UK,1,4,1,4,12,1,10,5,CC5
SS_0557,UK,1,4,1,4,12,1,10,5,CC5
SS_0558,UK,1,4,1,4,12,1,10,5,CC5
SS_0560,UK,1,4,1,4,12,1,10,5,CC5
SS_0561,UK,1,4,1,4,12,1,10,5,CC5
SS_0562,UK,1,4,1,4,12,1,10,5,CC5
SS_0565,UK,1,4,1,4,12,1,10,5,CC5
SS_0566,UK,1,4,1,4,12,1,10,5,CC5
SS_0567,UK,1,4,1,4,12,1,10,5,CC5
SS_0568,UK,1,4,1,4,12,1,10,5,CC5
SS_0569,UK,1,4,1,4,12,1,10,5,CC5
SS_0571,UK,1,4,1,4,12,1,10,5,CC5
SS_0572,UK,1,4,1,4,12,1,10,5,CC5
SS_0573,UK,1,4,1,4,12,1,10,5,CC5
SS_0574,UK,1,4,1,4,12,1,10,5,CC5
SS_0575,UK,1,4,1,4,12,1,10,5,CC5
SS_0576,UK,1,4,1,4,12,1,10,5,CC5
SS_0577,UK,1,4,1,4,12,1,10,5,CC5
SS_0578,UK,1,4,1,4,12,1,10,5,CC5
SS_0579,UK,1,4,1,4,12,1,10,5,CC5
SS_0580,UK,1,4,1,4,12,1,10,5,CC5
SS_0581,UK,1,4,1,4,12,1,10,5,CC5
SS_0582,UK,1,4,1,4,12,1,10,5,CC5
SS_0583,UK,1,4,1,4,12,1,10,5,CC5
SS_0584,UK,1,4,1,4,12,1,10,5,CC5
SS_0015,Germany,13,13,1,1,12,11,13,15,CC15
SS_0016,Germany,13,13,1,1,12,11,13,15,CC15
SS_0017,Germany,3,3,1,1,4,589,3,7897,CC8
SS_0018,Germany,3,3,1,1,4,589,3,7897,CC8
SS_0023,Germany,3,3,1,1,4,4,3,8,CC8
SS_0024,Germany,3,3,1,1,4,4,3,8,CC8
SS_0031,Germany,4,1,4,1,5,5,,,
SS_0032,Germany,4,1,4,1,5,5,,,
SS_0033,Germany,1,3,1,8,11,5,11,12,
SS_0043,Germany,4,1,4,1,5,5,9,26,
SS_0044,Germany,4,1,4,1,5,5,9,26,
SS_0049,Germany,3,1,14,15,11,19,,,
SS_0050,Germany,3,1,14,15,11,19,,,
SS_0059,Germany,1,3,1,8,111,5,11,901,
SS_0060,Germany,1,3,1,8,111,5,11,901,
SS_0061,Germany,13,13,1,1,12,11,13,15,CC15
SS_0062,Germany,13,13,1,1,12,11,13,15,CC15
SS_0067,Germany,1,3,1,8,111,5,11,901,
SS_0077,Germany,3,1,14,15,11,19,,,
SS_0078,Germany,3,1,14,15,11,19,,,
SS_0081,Germany,3,3,1,1,4,4,3,8,CC8
SS_0082,Germany,3,3,1,1,4,4,3,8,CC8
SS_0083,Germany,2,2,2,2,6,3,2,30,CC30
SS_0084,Germany,2,2,2,2,6,3,2,30,CC30
SS_0119,Germany,1,1,1,1,1,1,1,1,CC1
SS_0120,Germany,1,1,1,1,1,1,1,1,CC1
SS_0121,Germany,3,293,1,1,4,4,3,2021,CC8
SS_0122,Germany,3,293,1,1,4,4,3,2021,CC8
SS_0131,Germany,3,3,1,1,4,4,3,8,CC8
SS_0132,Germany,3,3,1,1,4,4,3,8,CC8
SS_0147,Germany,2,2,2,2,6,3,2,30,CC30
SS_0148,Germany,2,2,2,2,6,3,2,30,CC30
SS_0161,Germany,7,6,1,5,8,8,6,22,CC22
SS_0162,Germany,7,6,1,5,8,8,6,22,CC22
SS_0169,Germany,2,2,2,2,6,3,2,30,CC30
SS_0170,Germany,2,2,2,2,6,3,2,30,CC30
SS_0477,UK [Wales],1,1,1,1,1,1,1,1,CC1
SS_0478,UK [Wales],2,2,2,2,6,3,2,30,CC30
SS_0414,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0415,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0416,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0417,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0418,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0419,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0420,UK [England],7,6,1,5,8,,,,
SS_0421,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0422,UK [England],7,6,1,5,,8,6,,
SS_0423,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0424,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0425,UK [England],22,1,14,23,12,,31,,
SS_0426,UK [England],22,1,14,23,,4,31,,
SS_0427,UK [England],22,1,14,23,12,4,31,88,
SS_0428,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0429,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0430,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0431,UK [England],13,13,1,1,12,11,13,15,CC15
SS_0432,UK [England],2,2,2,2,6,3,2,30,CC30
SS_0433,UK [England],13,13,1,1,12,11,13,15,CC15
SS_0434,UK [England],1,1,1,1,1,1,1,1,CC1
SS_0435,UK [England],1,1,1,1,1,1,1,1,CC1
SS_0437,UK [England],12,4,1,4,12,1,3,6,CC5
SS_0438,UK [England],12,4,1,4,12,1,3,6,CC5
SS_0439,UK [England],19,23,15,2,19,20,15,59,
SS_0440,UK [England],19,23,15,2,19,20,15,59,
SS_0441,UK [England],19,23,15,2,19,20,15,59,
SS_0442,UK [England],19,23,15,2,19,20,15,59,
SS_0443,UK [England],19,23,15,2,19,20,15,59,
SS_0444,UK [England],3,3,1,1,,4,3,,
SS_0445,UK [England],3,3,1,1,4,4,3,8,CC8
SS_0446,UK [England],3,3,1,1,4,4,3,8,CC8
SS_0447,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0448,UK [England],7,,1,5,8,8,6,,
SS_0449,UK [England],7,6,,5,,,6,,
SS_0450,UK [England],2,2,2,2,6,3,2,30,CC30
SS_0454,UK [England],19,23,15,2,19,,15,,
SS_0455,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0456,UK [England],7,6,1,5,8,8,6,22,CC22
SS_0457,UK [England],1,1,1,1,1,1,1,1,CC1
SS_0481,UK [Scotland],2,2,2,2,3,3,2,36,CC30
SS_0482,UK [Scotland],2,2,2,2,3,3,2,36,CC30
SS_0484,UK [Scotland],7,6,1,5,8,8,6,22,CC22
SS_0485,UK [Scotland],2,2,2,2,3,3,2,36,CC30
SS_0486,UK [Scotland],2,2,2,2,3,3,2,36,CC30
SS_0487,UK [Scotland],8,2,2,2,6,3,2,34,CC30
SS_0279,Germany,3,35,19,2,20,26,39,398,
SS_0293,Germany,3,35,19,2,20,26,39,398,
SS_0320,Germany,3,35,19,2,20,26,39,398,
SS_0460,UK [Wales],8,2,2,2,6,3,2,34,CC30
SS_0463,UK [Wales],2,2,2,2,2,2,2,39,CC30
SS_0465,UK [Wales],8,2,2,2,6,3,2,34,CC30
SS_0466,UK [Wales],10,11,,6,10,3,2,,
SS_0480,UK [Wales],2,2,2,2,6,3,2,30,CC30
SS_0327,Germany,3,35,19,2,20,26,39,398,
SS_0328,Germany,3,35,19,2,20,26,39,398,
SS_0329,Germany,3,35,19,2,20,26,39,398,
SS_0330,Germany,3,3,1,1,1,1,10,9,CC1
SS_0585,UK,1,4,1,4,12,1,10,5,CC5
SS_0586,UK,1,4,1,4,12,1,10,5,CC5
SS_0587,UK,1,4,1,4,12,1,10,5,CC5
SS_0588,UK,1,4,1,4,12,1,10,5,CC5
SS_0589,UK,1,4,1,4,12,1,10,5,CC5
SS_0590,UK,1,4,1,4,12,1,10,5,CC5
SS_0591,UK,1,4,1,4,12,1,10,5,CC5
SS_0592,UK,1,4,1,4,12,1,10,5,CC5
SS_0593,UK,1,4,1,4,12,1,10,5,CC5
SS_0594,UK,1,4,1,4,12,1,10,5,CC5
SS_0595,UK,1,4,1,4,12,1,10,5,CC5
SS_0596,UK,1,4,1,4,12,1,10,5,CC5
SS_0597,UK,1,4,1,4,12,1,10,5,CC5
SS_0598,UK,1,4,1,4,12,1,10,5,CC5
SS_0599,UK,1,4,1,4,12,1,10,5,CC5
SS_0600,UK,1,4,1,4,12,1,10,5,CC5
SS_0601,UK,1,4,1,4,12,1,10,5,CC5
SS_0602,UK,1,4,1,4,12,1,10,5,CC5
SS_0603,UK,1,4,1,4,12,1,10,5,CC5
SS_0604,UK,1,4,1,4,12,1,10,5,CC5
SS_0606,UK,1,4,1,4,12,1,10,5,CC5
SS_0607,UK,1,4,1,4,12,1,10,5,CC5
SS_0608,UK,1,4,1,4,12,1,10,5,CC5
SS_0609,UK,1,4,1,4,12,1,10,5,CC5
SS_0610,UK,1,4,1,4,12,1,10,5,CC5
SS_0611,UK,1,4,1,4,12,1,10,5,CC5
SS_0612,UK,1,4,1,4,12,1,10,5,CC5
SS_0613,UK,1,4,1,4,12,1,10,5,CC5
SS_0614,UK,1,4,1,4,12,1,10,5,CC5
SS_0615,UK,1,4,1,4,12,1,10,5,CC5
SS_0616,UK,1,4,1,4,12,1,10,5,CC5
SS_0617,UK,1,4,1,4,12,1,10,5,CC5
SS_0618,UK,1,4,1,4,12,1,10,5,CC5
SS_0619,UK,1,4,1,4,12,1,10,5,CC5
SS_0620,UK,1,4,1,4,12,1,10,5,CC5
SS_0621,UK,1,4,1,4,12,1,10,5,CC5
SS_0622,UK,1,4,1,4,12,1,10,5,CC5
SS_0623,UK,1,4,1,4,12,1,10,5,CC5
SS_0625,UK,1,4,1,4,12,1,10,5,CC5
SS_0626,UK,1,4,1,4,12,1,10,5,CC5
SS_0627,UK,1,4,1,4,12,1,10,5,CC5
SS_0628,UK,1,4,1,4,12,1,10,5,CC5
SS_0629,UK,1,4,1,4,12,1,10,5,CC5
SS_0630,UK,1,4,1,4,12,1,10,5,CC5
SS_0631,UK,1,4,1,4,12,1,10,5,CC5
SS_0632,UK,1,4,1,4,12,1,10,5,CC5
SS_0638,UK,1,4,1,4,12,1,10,5,CC5
SS_0644,UK,1,4,1,4,12,1,10,5,CC5
SS_0645,UK,1,4,1,4,12,1,10,5,CC5
SS_0646,UK,1,4,1,4,12,1,10,5,CC5
SS_0647,UK,1,4,1,4,12,1,10,5,CC5
SS_0648,UK,1,4,1,4,12,1,10,5,CC5
SS_0649,UK,1,4,1,4,12,1,10,5,CC5
SS_0650,UK,1,4,1,4,12,1,10,5,CC5
SS_0651,UK,1,4,1,4,12,1,10,5,CC5
SS_0652,UK,1,4,1,4,12,1,10,5,CC5
SS_0653,UK,1,4,1,4,12,1,10,5,CC5
SS_0655,UK,1,4,1,4,12,1,10,5,CC5
SS_0656,UK,1,4,1,4,12,1,10,5,CC5
SS_0658,UK,1,4,1,4,12,1,10,5,CC5
SS_0659,UK,1,4,1,4,12,1,10,5,CC5
SS_0660,UK,1,4,1,4,12,1,10,5,CC5
SS_0661,UK,1,4,1,4,12,1,10,5,CC5
SS_0662,UK,1,4,1,4,12,1,10,5,CC5
SS_0663,UK,1,4,1,4,12,1,10,5,CC5
SS_0664,UK,1,4,1,4,12,1,10,5,CC5
SS_0665,UK,1,4,1,4,12,1,10,5,CC5
SS_0666,UK,1,4,1,4,12,1,10,5,CC5
SS_0667,UK,1,4,1,4,12,1,10,5,CC5
SS_0668,UK,1,4,1,4,12,1,10,5,CC5
SS_0669,UK,1,4,1,4,12,1,10,5,CC5
SS_0670,UK,1,4,1,4,12,1,10,5,CC5
SS_0671,UK,1,4,1,4,12,1,10,5,CC5
SS_0672,UK,1,4,1,4,12,1,10,5,CC5
SS_0673,UK,1,4,1,4,12,1,10,5,CC5
SS_0674,UK,1,4,1,4,12,1,10,5,CC5
SS_0675,UK,1,4,1,4,12,1,10,5,CC5
SS_0676,UK,1,4,1,4,12,1,10,5,CC5
SS_0677,UK,1,4,1,4,12,1,10,5,CC5
SS_0678,UK,1,4,1,4,12,1,10,5,CC5
SS_0679,UK,1,4,1,4,12,1,10,5,CC5
SS_0680,UK,1,4,1,4,12,1,10,5,CC5
SS_0681,UK,1,4,1,4,12,1,10,5,CC5
SS_0683,UK,1,4,1,4,12,1,10,5,CC5
SS_0684,UK,1,4,1,4,12,1,10,5,CC5
SS_0685,UK,1,4,1,4,12,1,10,5,CC5
SS_0686,UK,1,4,1,4,12,1,10,5,CC5
SS_0687,UK,1,4,1,4,12,1,10,5,CC5
SS_0688,UK,1,4,1,4,12,1,10,5,CC5
SS_0689,UK,1,4,1,4,12,1,10,5,CC5
SS_0690,UK,1,4,1,4,12,1,10,5,CC5
SS_0691,UK,1,4,1,4,12,1,10,5,CC5
SS_0692,UK,1,4,1,4,12,1,10,5,CC5
SS_0693,UK,1,4,1,4,12,1,10,5,CC5
SS_0694,UK,1,4,1,4,12,1,10,5,CC5
SS_0695,UK,1,4,1,4,12,1,10,5,CC5
SS_0696,UK,1,4,1,4,12,1,10,5,CC5
SS_0697,UK,1,4,1,4,12,1,10,5,CC5
SS_0698,UK,1,4,1,4,12,1,10,5,CC5
SS_0699,UK,1,4,1,4,12,1,10,5,CC5
SS_0700,UK,1,4,1,4,12,1,10,5,CC5
SS_0701,UK,1,4,1,4,12,1,10,5,CC5
SS_0702,UK,1,4,1,4,12,1,10,5,CC5
SS_0703,UK,1,4,1,4,12,1,10,5,CC5
SS_0704,UK,1,4,1,4,12,1,10,5,CC5
SS_0705,UK,1,4,1,4,12,1,10,5,CC5
SS_0706,UK,1,4,1,4,12,1,10,5,CC5
SS_0707,UK,1,4,1,4,12,1,10,5,CC5
SS_0708,UK,1,4,1,4,12,1,10,5,CC5
SS_0709,UK,1,4,1,4,12,1,10,5,CC5
SS_0710,UK,1,4,1,4,12,1,10,5,CC5
SS_0711,UK,1,4,1,4,12,1,10,5,CC5
SS_0712,UK,1,4,1,4,12,1,10,5,CC5
SS_0713,UK,1,4,1,4,12,1,10,5,CC5
SS_0714,UK,1,4,1,4,12,1,10,5,CC5
SS_0715,UK,1,4,1,4,12,1,10,5,CC5
SS_0716,UK,1,4,1,4,12,1,10,5,CC5
SS_0717,UK,1,4,1,4,12,1,10,5,CC5
SS_0723,UK,1,4,1,4,12,1,10,5,CC5
SS_0724,UK,1,4,1,4,12,1,10,5,CC5
SS_0725,UK,3,35,19,2,20,26,39,398,
SS_0726,UK,1,4,1,4,12,1,10,5,CC5
SS_0523,UK [England],3,3,1,1,4,4,3,8,CC8
SS_0745,UK [Wales],3,3,1,1,4,4,3,8,CC8
SS_0754,UK [Wales],13,13,1,1,12,10,604,7898,CC15
SS_0761,UK [Wales],10,14,8,6,10,3,2,45,CC45
SS_0765,UK [Wales],3,3,1,1,4,4,3,8,CC8
SS_0921,Switzerland,13,,,1,12,11,13,,
M1,Denmark,3,3,1,1,4,4,3,8,CC8
M0001,Unknown,1,4,1,4,12,1,28,105,CC5
SA40,Unknown,19,23,15,2,19,20,15,59,
SA957,China,19,23,15,2,19,20,15,59,
6850,Unknown,16,16,12,2,13,13,15,50,
ST228/10388,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/10497,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/15532,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/16035,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/16125,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/18341,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/18412,Switzerland,1,4,1,4,12,24,29,228,CC5
ST228/18583,Switzerland,1,4,1,4,12,24,29,228,CC5
Z172,Taiwan,2,3,1,1,4,4,3,239,CC8
Bmb9393,Brazil,2,3,1,1,4,4,3,239,CC8
CA-347,USA,10,14,8,6,10,3,2,45,CC45
CN1/HL1,South Korea,1,4,1,8,4,4,3,72,CC8
M0006,Unknown,1,4,1,4,12,1,28,105,CC5
M0029,Unknown,1,4,1,4,12,1,10,5,CC5
M0035,Unknown,1,4,441,4,12,1,10,248,CC5
M0045,Unknown,1,4,1,4,12,1,28,105,CC5
M0055,Unknown,3,3,1,1,4,4,3,8,CC8
M0060,Unknown,1,4,1,4,12,1,28,105,CC5
M0066,Unknown,1,4,1,4,12,1,28,105,CC5
M0075,Unknown,1,4,1,4,12,1,10,5,CC5
M0077,Unknown,1,4,1,4,12,1,28,105,CC5
M0102,Unknown,1,4,1,4,12,1,10,5,CC5
M0103,Unknown,1,4,1,4,12,1,28,105,CC5
M0104,Unknown,1,4,1,4,12,1,28,105,CC5
M0108,Unknown,1,4,1,4,12,1,10,5,CC5
M0144,Unknown,1,4,1,4,12,1,28,105,CC5
M0150,Unknown,1,4,1,4,12,1,28,105,CC5
M0154,Unknown,1,4,1,4,12,1,10,5,CC5
M0171,Unknown,1,4,1,4,12,1,28,105,CC5
M0173,Unknown,1,4,1,4,12,1,10,5,CC5
M0177,Unknown,1,4,1,4,12,1,10,5,CC5
M0192,Unknown,1,4,1,4,12,1,10,5,CC5
M0197,Unknown,1,4,1,4,12,1,28,105,CC5
M0200,Unknown,1,4,1,4,12,1,28,105,CC5
M0210,Unknown,1,4,1,4,12,1,10,5,CC5
M0212,Unknown,1,4,1,4,12,1,10,5,CC5
M0213,Unknown,1,4,1,4,12,1,10,5,CC5
M0216,Unknown,1,4,1,4,12,1,10,5,CC5
M0221,Unknown,3,3,1,58,4,4,3,609,CC8
M0235,Unknown,1,4,1,4,12,1,10,5,CC5
M0237,Unknown,1,4,1,4,12,1,10,5,CC5
M0239,Unknown,3,1,1,8,1,1,1,188,CC1
M0240,Unknown,1,4,1,4,330,1,10,180,CC5
M0250,Unknown,1,4,1,4,12,1,10,5,CC5
M0252,Unknown,1,4,1,4,12,1,28,105,CC5
M0270,Unknown,1,4,1,4,12,1,28,105,CC5
M0273,Unknown,1,4,1,4,12,1,10,5,CC5
M0279,Unknown,1,4,441,4,12,1,10,248,CC5
M0280,Unknown,1,4,1,4,12,1,28,105,CC5
M0288,Unknown,1,4,1,4,12,1,28,105,CC5
M0294,Unknown,1,4,1,4,12,1,28,105,CC5
M0306,Unknown,1,4,1,4,12,1,10,5,CC5
M0312,Unknown,3,3,1,58,4,4,3,609,CC8
M0328,Unknown,1,4,1,4,12,1,28,105,CC5
M0329,Unknown,1,4,1,4,12,1,10,5,CC5
M0330,Unknown,1,4,1,4,12,1,10,5,CC5
M0334,Unknown,1,4,1,4,12,1,28,105,CC5
M0340,Unknown,3,3,1,58,4,4,3,609,CC8
M0347,Unknown,1,4,1,4,12,1,10,5,CC5
M0350,Unknown,1,4,1,4,12,1,28,105,CC5
M0351,Unknown,1,4,1,4,12,1,10,5,CC5
M0363,Unknown,1,4,1,4,12,1,10,5,CC5
M0364,Unknown,1,4,1,4,12,1,10,5,CC5
M0367,Unknown,1,4,1,4,12,1,10,5,CC5
M0374,Unknown,1,4,1,4,12,1,10,5,CC5
M0375,Unknown,1,4,1,4,12,1,28,105,CC5
M0391,Unknown,1,4,1,4,12,1,10,5,CC5
M0396,Unknown,13,13,1,1,12,367,13,1591,CC15
M0404,Unknown,1,4,1,4,12,1,10,5,CC5
M0408,Unknown,2,2,2,2,6,3,2,30,CC30
M0415,Unknown,1,4,1,4,12,1,28,105,CC5
M0424,Unknown,3,3,1,58,4,4,3,609,CC8
M0427,Unknown,1,4,1,4,12,1,10,5,CC5
M0438,Unknown,1,4,1,4,12,1,10,5,CC5
M0450,Unknown,1,34,1,4,12,1,28,231,CC5
M0455,Unknown,1,4,68,4,12,1,10,179,CC5
M0460,Unknown,1,4,1,4,12,1,10,5,CC5
M0467,Unknown,1,4,1,4,12,1,10,5,CC5
M0468,Unknown,3,3,1,58,4,4,3,609,CC8
M0478,Unknown,63,4,1,4,12,1,28,496,CC5
M0489,Unknown,1,4,1,4,12,1,28,105,CC5
M0494,Unknown,1,4,1,4,12,1,10,5,CC5
M0510,Unknown,1,4,1,4,12,1,10,5,CC5
M0513,Unknown,2,2,2,2,3,3,2,36,CC30
M0528,Unknown,1,4,1,4,12,1,10,5,CC5
M0529,Unknown,1,4,1,4,12,1,28,105,CC5
M0531,Unknown,3,3,1,1,4,4,3,8,CC8
M0536,Unknown,1,4,1,4,12,1,10,5,CC5
M0539,Unknown,1,4,1,4,12,1,28,105,CC5
M0547,Unknown,1,4,1,4,12,1,28,105,CC5
M0562,Unknown,1,4,1,4,12,1,10,5,CC5
M0565,Unknown,1,4,1,4,12,1,10,5,CC5
M0571,Unknown,1,4,1,4,12,1,28,105,CC5
M0580,Unknown,1,4,1,4,12,1,10;28,5;105,CC5
M0584,Unknown,1,4,1,4,12,1,10,5,CC5
M0586,Unknown,1,4,1,4,12,1,28,105,CC5
M0602,Unknown,1,4,1,4,12,1,28,105,CC5
M0622,Unknown,1,4,1,4,12,1,10,5,CC5
M0628,Unknown,1,4,1,4,12,1,10,5,CC5
M0633,Unknown,3,3,1,58,4,4,3,609,CC8
M0646,Unknown,1,4,1,4,12,1,28,105,CC5
M0648,Unknown,1,4,1,4,12,1,28,105,CC5
M0660,Unknown,1,4,1,4,12,1,28,105,CC5
M0663,Unknown,1,4,1,4,12,1,28,105,CC5
M0673,Unknown,1,4,1,4,12,1,10,5,CC5
M0676,Unknown,1,4,1,4,12,1,10,5,CC5
M0687,Unknown,1,4,1,4,12,1,10,5,CC5
M0692,Unknown,1,4,1,4,12,1,28,105,CC5
M0695,Unknown,1,4,446,4,12,1,10,3312,CC5
M0719,Unknown,1,4,1,4,12,1,28,105,CC5
M0769,Unknown,1,4,1,4,12,1,10,5,CC5
M0770,Unknown,1,4,1,4,12,1,28,105,CC5
M0780,Unknown,1,4,1,4,12,1,10,5,CC5
M0792,Unknown,1,4,1,4,12,1,28,105,CC5
M0799,Unknown,1,4,1,4,12,1,28,105,CC5
M0822,Unknown,1,4,1,4,12,1,10,5,CC5
M0823,Unknown,1,4,1,4,12,1,28,105,CC5
M0831,Unknown,3,3,1,58,4,4,3,609,CC8
M0844,Unknown,1,4,1,4,12,1,28,105,CC5
M0871,Unknown,1,4,1,4,12,1,10,5,CC5
M0877,Unknown,10,14,8,6,10,3,2,45,CC45
M0892,Unknown,1,4,1,4,12,1,10,5,CC5
M0900,Unknown,1,4,1,4,12,1,10,5,CC5
M0927,Unknown,1,4,1,4,12,1,10,5,CC5
M0934,Unknown,1,4,1,4,12,1,28,105,CC5
M0944,Unknown,1,4,1,4,12,1,28,105,CC5
M0946,Unknown,2,2,2,2,3,3,2,36,CC30
M0953,Unknown,1,4,1,4,12,1,10,5,CC5
M0964,Unknown,1,4,1,4,12,1,28,105,CC5
M0978,Unknown,1,4,1,4,12,1,10,5,CC5
M0994,Unknown,1,4,1,4,12,1,10,5,CC5
M0998,Unknown,1,4,1,4,12,1,10,5,CC5
M0999,Unknown,1,4,1,4,12,1,10,5,CC5
M1007,Unknown,3,3,1,58,4,4,3,609,CC8
M1010,Unknown,1,4,1,4,12,1,10,5,CC5
M1016,Unknown,1,4,1,4,12,1,10,5,CC5
M1034,Unknown,2,2,2,2,6,3,2,30,CC30
M1036,Unknown,1,4,1,4,12,1,10,5,CC5
M1037,Unknown,1,4,1,4,12,1,10,5,CC5
M1044,Unknown,1,4,1,4,12,1,10,5,CC5
M1060,Unknown,1,4,1,4,12,1,10,5,CC5
M1061,Unknown,1,4,1,4,12,1,28,105,CC5
M1062,Unknown,1,4,1,4,12,1,10,5,CC5
M1063,Unknown,1,4,1,4,12,1,28,105,CC5
M1064,Unknown,3,3,1,58,4,4,3,609,CC8
M1068,Unknown,1,4,1,4,12,1,10,5,CC5
M1076,Unknown,1,4,1,4,12,1,28,105,CC5
M1078,Unknown,1,4,1,4,12,1,10,5,CC5
M1083,Unknown,1,4,1,4,12,1,10,5,CC5
M1092,Unknown,1,4,1,4,12,1,10,5,CC5
M1093,Unknown,1,4,1,4,12,1,10,5,CC5
M1095,Unknown,1,4,1,4,12,1,10,5,CC5
M1103,Unknown,1,4,1,4,12,1,28,105,CC5
M1109,Unknown,1,4,1,4,12,1,28,105,CC5
M1119,Unknown,1,4,1,4,12,1,28,105,CC5
M1126,Unknown,1,4,1,4,12,1,10,5,CC5
M1142,Unknown,1,4,1,4,12,1,10,5,CC5
M1167,Unknown,1,4,1,4,12,1,10,5,CC5
M1170,Unknown,1,4,1,4,12,1,28,105,CC5
M1188,Unknown,1,4,441,4,12,1,10,248,CC5
M1193,Unknown,1,4,1,4,12,1,10,5,CC5
M1198,Unknown,1,4,1,4,12,1,10,5,CC5
M1199,Unknown,1,4,1,4,12,1,28,105,CC5
M1215,Unknown,1,490,1,4,12,1,10,1618,CC5
M1216,Unknown,1,489,1,8,12,4,10,1613,CC5
